iter	MultiClass
0	1.009027371
1	0.9283654573
2	0.8541670166
3	0.7904484794
4	0.7387723245
5	0.6864731574
6	0.640299027
7	0.598484553
8	0.5647999438
9	0.5332652119
10	0.5025374521
11	0.4759360969
12	0.4521547097
13	0.4288887666
14	0.4057690671
15	0.385195859
16	0.3684424489
17	0.354479015
18	0.3375906582
19	0.32095234
20	0.3055077545
21	0.2911700615
22	0.2795083114
23	0.2691800834
24	0.2598637688
25	0.2491894864
26	0.2383704547
27	0.2265747542
28	0.2182527181
29	0.2106650095
30	0.204114516
31	0.1948618225
32	0.1870055481
33	0.1812119234
34	0.1757486081
35	0.1693722897
36	0.1638415548
37	0.1599716923
38	0.1562452347
39	0.1522940131
40	0.147297313
41	0.1430316497
42	0.1376714442
43	0.1330204532
44	0.1289736431
45	0.1252705689
46	0.1216105747
47	0.1176586733
48	0.1145886789
49	0.1116010951
50	0.1082695118
51	0.1057802171
52	0.1029171982
53	0.1002530621
54	0.09745345466
55	0.0952370753
56	0.09267689804
57	0.09000083254
58	0.08786723943
59	0.08566393833
60	0.08400845084
61	0.08239073343
62	0.081041823
63	0.07929773765
64	0.0770434073
65	0.07528986018
66	0.07363395101
67	0.07226865075
68	0.07080249596
69	0.06897214203
70	0.06786385874
71	0.06624523379
72	0.06516393725
73	0.0636641129
74	0.06239583961
75	0.06129946366
76	0.0597694133
77	0.05862737274
78	0.05759605478
79	0.0567096429
80	0.05584354768
81	0.05479302493
82	0.05339702801
83	0.05241849828
84	0.05135058275
85	0.05051789885
86	0.04927563719
87	0.04825735562
88	0.04702351813
89	0.04625297045
90	0.04538068524
91	0.04459198689
92	0.04361953521
93	0.04292454451
94	0.04202904209
95	0.04141175604
96	0.04082194354
97	0.04028574634
98	0.03945859307
99	0.0388971086
100	0.03831129229
101	0.037740947
102	0.03732653499
103	0.03682315103
104	0.03622916164
105	0.03583746683
106	0.03536736164
107	0.03475900894
108	0.03434670349
109	0.03405135
110	0.03373690867
111	0.03335216668
112	0.03300432612
113	0.03263300213
114	0.03216490735
115	0.03167560795
116	0.03123840192
117	0.03072908057
118	0.03036643455
119	0.03001501356
120	0.02970972869
121	0.02941570528
122	0.02913636852
123	0.02883709462
124	0.0284065717
125	0.02802243005
126	0.02772365324
127	0.02738113102
128	0.02714676868
129	0.02680266779
130	0.02652260441
131	0.02629018498
132	0.02604692164
133	0.02574655914
134	0.02553944823
135	0.02527526215
136	0.02503401091
137	0.02484941283
138	0.02452088569
139	0.02422789211
140	0.02396838435
141	0.02367868537
142	0.02338673828
143	0.02316327488
144	0.02293511227
145	0.02267439393
146	0.02249552194
147	0.02228627273
148	0.02211634509
149	0.02191013619
150	0.02172648103
151	0.0215547639
152	0.02134304532
153	0.02113308708
154	0.02090256406
155	0.02075493415
156	0.02057552597
157	0.02040965437
158	0.02021571472
159	0.02006039948
160	0.01987590664
161	0.01968781531
162	0.01951487325
163	0.01929900983
164	0.01909910633
165	0.01897848106
166	0.01877659826
167	0.01864618829
168	0.0184850573
169	0.01836608773
170	0.01825135133
171	0.01812154011
172	0.01798243303
173	0.01781056541
174	0.01763301241
175	0.01752463603
176	0.01734979457
177	0.01721486269
178	0.017065525
179	0.01693364369
180	0.01683817807
181	0.01674375328
182	0.01660448041
183	0.01648239535
184	0.01641037868
185	0.01632302995
186	0.01618974914
187	0.01604618454
188	0.01589932436
189	0.01581207492
190	0.01571896688
191	0.01562436545
192	0.01548706609
193	0.01537519535
194	0.0152635361
195	0.01514250708
196	0.01501809859
197	0.01494680507
198	0.014846146
199	0.01476943946
200	0.01463965997
201	0.0145568713
202	0.01445945344
203	0.01435004592
204	0.01422055929
205	0.0140807504
206	0.01397957239
207	0.01391174639
208	0.01382378519
209	0.01374357935
210	0.013648945
211	0.01359415875
212	0.01351446841
213	0.013417585
214	0.0133087068
215	0.01324710769
216	0.01316498867
217	0.01310152944
218	0.01303769633
219	0.01293430058
220	0.01284221315
221	0.01277617832
222	0.01268376409
223	0.01261876453
224	0.01256312043
225	0.01249310517
226	0.01243594615
227	0.01236141011
228	0.01224257461
229	0.01217719064
230	0.01212650633
231	0.0120572294
232	0.01201064578
233	0.01192828274
234	0.01186551418
235	0.01180529442
236	0.01174903282
237	0.01167902145
238	0.01161727146
239	0.01152514684
240	0.01146813058
241	0.01137876306
242	0.01132572881
243	0.011249847
244	0.01119958531
245	0.01113685606
246	0.0110811768
247	0.01102583437
248	0.01095723408
249	0.01091923246
250	0.01084508212
251	0.01077486428
252	0.01070677519
253	0.01063847363
254	0.01057600688
255	0.01050426177
256	0.01045817456
257	0.01041391882
258	0.01035807566
259	0.01031142986
260	0.01023925162
261	0.01021111963
262	0.01015546203
263	0.01009415639
264	0.010035828
265	0.009981126172
266	0.009924144231
267	0.009856766043
268	0.00980448754
269	0.009746075824
270	0.009692306731
271	0.009642940186
272	0.009608633607
273	0.009562724461
274	0.009513420276
275	0.009476794033
276	0.009443226272
277	0.009390875355
278	0.009335474552
279	0.009299667439
280	0.009247319426
281	0.009215984542
282	0.00917328393
283	0.009128686174
284	0.009075947892
285	0.009039935752
286	0.008986494622
287	0.008955898836
288	0.008915023494
289	0.008863889379
290	0.008833914236
291	0.00880125637
292	0.00875772076
293	0.008711815965
294	0.008658661175
295	0.008616640316
296	0.008574914732
297	0.008547501375
298	0.00850309511
299	0.008459327184
300	0.008413996703
301	0.008388121076
302	0.008358043062
303	0.00832873271
304	0.008285034556
305	0.008258966759
306	0.00822267718
307	0.008188360173
308	0.008145988352
309	0.008122641506
310	0.008088463937
311	0.008058256288
312	0.008020275839
313	0.007995791795
314	0.007968209264
315	0.007946766194
316	0.007910858428
317	0.007876223187
318	0.007849793034
319	0.007819365751
320	0.007797371893
321	0.007763377027
322	0.007722294425
323	0.007692339059
324	0.007658399033
325	0.00763733567
326	0.007610576988
